Product Code,Description,Creditor Code,Creditor Name,Supplier Cost Date,Supplier Cost,"Additional
Cost Bs",Latest Cost Bs,Supplier Standard Cost,Minimum Order Quantity,Vendors Code,"Lead
Time","Time
Unit","Last
Receipt",Default
ODS20-96,Design Series CUPCAKE Case - Red / Black Spots,D&D,"Wenzhou D&D international Trade Co., Ltd",22/06/2016,$0.881,$0.086,$0.967,$0.580,,DF5575 HK-8667 / A7,12,Weeks,22/06/2016,0
ODS20-96,Design Series CUPCAKE Case - Red / Black Spots,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$0.580,,DF5575 HK-8667 / A7,12,Weeks,,1
ODS20-97,Design Series CUPCAKE Case - Black/White Spots,D&D,"Wenzhou D&D international Trade Co., Ltd",2/03/2018,$0.802,$0.084,$0.886,$0.580,,DF5575 HK8667#1,12,Weeks,2/03/2018,0
ODS20-97,Design Series CUPCAKE Case - Black/White Spots,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",27/11/2018,$0.580,$0.131,$0.986,$0.580,,DF5575 HK8667#1,12,Weeks,27/11/2018,1
ODS284-00,Design Series Classic - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
ODS284-10,Design Series Classic - Natural Wood,MARCUSD,Wuxi Mazza Marcati Optics Co Ltd,30/11/2018,$0.640,$0.274,$1.208,$0.640,,A114-K1370,12,Weeks,30/11/2018,1
ODS284-11,Design Series Classic - Aqua Wood,MARCUSD,Wuxi Mazza Marcati Optics Co Ltd,30/11/2018,$0.640,$0.274,$1.208,$0.640,,A114-PS-11,12,Weeks,30/11/2018,1
ODS284-50,Design Series Classic - Rust Wood,D&D,"Wenzhou D&D international Trade Co., Ltd",22/06/2016,$0.881,$0.086,$0.967,$0.580,,5930B,12,Weeks,22/06/2016,0
ODS284-50,Design Series Classic - Rust Wood,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$0.580,,5930B,12,Weeks,,1
ODS284P-00,Design Series Classic - Assorted - Personalised,OPTICA,OPTICA,,,,,,,,,,,1
ODS284P-10,Design Series Classic - Natural Wood - Personalised,D&D,"Wenzhou D&D international Trade Co., Ltd",30/06/2016,$0.881,$0.086,$0.967,$0.580,,5930B,,Weeks,,1
ODS284P-11,Design Series Classic - Aqua Wood- Personalised,OPTICA,OPTICA,,,,,,,,,,,1
ODS284P-50,Design Series Classic - Rust Wood- Personalised,OPTICA,OPTICA,,,,,,,,,,,1
ODS284PD-10,DS Classic Natural Wood - Personalised Digital Print,OPTICA,OPTICA,,,,,,,,,,,1
ODS284PD-11,DS Classic Aqua Wood - Personalised Digital Print,OPTICA,OPTICA,,,,,,,,,,,1
ODS284PD-50,DS Classic Rust Wood - Personalised Digital Print,OPTICA,OPTICA,,,,,,,,,,,1
ODS30-01,Design Series Flipside - Black/Purple,D&D,"Wenzhou D&D international Trade Co., Ltd",6/06/2017,$1.992,$0.045,$2.037,$1.380,,Z-1833,12,Weeks,6/06/2017,0
ODS30-01,Design Series Flipside - Black/Purple,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$1.380,,,12,Weeks,,1
ODS30-21,Design Series Flipside - Blue/Brown,D&D,"Wenzhou D&D international Trade Co., Ltd",6/06/2017,$1.992,$0.045,$2.037,$1.380,,Z-1833,12,Weeks,6/06/2017,0
ODS30-21,Design Series Flipside - Blue/Brown,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$1.380,,Z-1833,12,Weeks,,1
ODS30-44,Design Series Flipside - Black/Red,D&D,"Wenzhou D&D international Trade Co., Ltd",6/06/2017,$1.992,$0.045,$2.037,$1.380,,Z-1833,12,Weeks,6/06/2017,0
ODS30-44,Design Series Flipside - Black/Red,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$1.380,,Z-1833,12,Weeks,,1
ODS30E-(BUPA),Design Series Flipside - Blue/Brown Bupa Emboss,D&D,"Wenzhou D&D international Trade Co., Ltd",16/11/2017,$2.000,$0.100,$2.100,$1.380,,Z-1833,12,Weeks,16/11/2017,0
ODS30E-(BUPA),Design Series Flipside - Blue/Brown Bupa Emboss,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",14/05/2019,$1.505,$0.546,$2.836,$1.380,,Z-1833,12,Weeks,14/05/2019,1
ODS35-01,Design Series Double Dip - Black,D&D,"Wenzhou D&D international Trade Co., Ltd",29/11/2016,$1.830,$2.178,$4.008,$1.300,,DOUBLE,12,Weeks,29/11/2016,0
ODS35-01,Design Series Double Dip - Black,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$1.300,,,12,Weeks,,1
ODS36-01,Design Series Sunglass Case - Black,D&D,"Wenzhou D&D international Trade Co., Ltd",10/11/2016,$2.537,$0.085,$2.622,$1.300,,,12,Weeks,10/11/2016,0
ODS36-01,Design Series Sunglass Case - Black,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$1.300,,,12,Weeks,,1
ODS58-00,Fitz Design - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
ODS58-12,Fitz Design - Navy,D&D,"Wenzhou D&D international Trade Co., Ltd",2/03/2018,$0.802,$0.084,$0.886,$0.580,,DT2811-12,12,Weeks,2/03/2018,0
ODS58-12,Fitz Design - Navy,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$0.580,,DT2811-12,12,Weeks,,1
ODS58-26,Fitz Design - Teal,D&D,"Wenzhou D&D international Trade Co., Ltd",2/03/2018,$0.802,$0.084,$0.886,$0.580,,DT2811-26,12,Weeks,2/03/2018,0
ODS58-26,Fitz Design - Teal,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$0.580,,,12,Weeks,,1
ODS589-00,Fitz Design - Assorted - Personalised,OPTICA,OPTICA,,,,,,,,,,,1
ODS58P-12,Fitz Design - Navy Personalised,OPTICA,OPTICA,,,,,,,,,,,1
ODS58P-26,Fitz Design - Teal Personalised,OPTICA,OPTICA,,,,,,,,,,,1
ODS59-48,Design Series MAGNUM Case - Pink Textured,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",22/06/2016,$0.881,$0.086,$1.357,$0.560,,BW131PKTXT,12,Weeks,22/06/2016,1
OFUGR,Flip-up Replacement Rubber Grip,KEEN,Keen Look Co. Ltd,17/07/2018,$0.000,$0.000,$0.000,$0.000,,,,Weeks,17/07/2018,0
OFUGR,Flip-up Replacement Rubber Grip,KEENUSD,Keen Look Co. Ltd,29/01/2018,$0.000,$0.000,$0.000,$0.000,,,20,Weeks,,1
OFUMB,Small Square Flip-up Brown,KEENUSD,Keen Look Co. Ltd,31/01/2018,$2.729,$0.080,$3.804,$1.830,,OFUMB,20,Weeks,31/01/2018,1
OFUMB,Small Square Flip-up Brown,KING1,King Sell Design Industrial Corp,31/10/2011,$2.640,$0.259,$2.899,$0.000,,KING-7005-P-M-B,8,Weeks,31/10/2011,0
OFUMS,Small Square Flip-up Smoke,KEENUSD,Keen Look Co. Ltd,23/07/2019,$1.830,$0.280,$2.984,$1.830,,OFUMS,20,Weeks,23/07/2019,1
OFUMS,Small Square Flip-up Smoke,KING1,King Sell Design Industrial Corp,31/10/2011,$2.640,$0.259,$2.899,$0.000,,KING-7005-P-M-S,8,Weeks,31/10/2011,0
OFURB,Rectangle Flip-up Brown,KEENUSD,Keen Look Co. Ltd,23/07/2019,$1.830,$0.280,$2.984,$1.830,,OFURB,20,Weeks,23/07/2019,1
OFURB,Rectangle Flip-up Brown,KING1,King Sell Design Industrial Corp,31/10/2011,$2.640,$0.259,$2.899,$0.000,,KING-7034-P-M-B,8,Weeks,31/10/2011,0
OFURS,Rectangle Flip-up Smoke,KEENUSD,Keen Look Co. Ltd,23/07/2019,$1.830,$0.280,$2.984,$1.830,,OFURS,20,Weeks,23/07/2019,1
OFURS,Rectangle Flip-up Smoke,KING1,King Sell Design Industrial Corp,31/10/2011,$2.640,$0.259,$2.899,$0.000,,KING-7034-P-M-S,8,Weeks,31/10/2011,0
OFUSB,Standard Flip-up Brown,KEENUSD,Keen Look Co. Ltd,23/07/2019,$1.800,$0.280,$2.940,$1.830,,OFUSB,20,Weeks,23/07/2019,1
OFUSB,Standard Flip-up Brown,KING1,King Sell Design Industrial Corp,31/10/2011,$2.671,$0.259,$2.930,$0.000,,KING-7043-P-M-B,8,Weeks,31/10/2011,0
OFUSS,Standard Flip-up Smoke,KEENUSD,Keen Look Co. Ltd,17/07/2018,$2.702,$0.151,$4.142,$1.800,,OFUSS,20,Weeks,17/07/2018,1
OFUSS,Standard Flip-up Smoke,KING1,King Sell Design Industrial Corp,31/10/2011,$2.671,$0.259,$2.930,$0.000,,KING-7043-P-M-S,8,Weeks,31/10/2011,0
OLMAGEX,AA-MAGEX Mini-Metro Explorer/Venturer (042878),OPTICA,OPTICA,,,,,,,,,,,1
OLMAGOP,AA-MAGOP Mini-Metro Scout (084052),OPTICA,OPTICA,,,,,,,,,,,1
OLPOU42,AA-POU42 Lens cleaner and cloth kit (016664),EASYC,"Easyclean Co.,Ltd",21/02/2018,$2.286,$0.105,$2.391,$1.690,,,12,Weeks,21/02/2018,0
OLPOU42,AA-POU42 Lens cleaner and cloth kit (016664),EASYCUSD,"Easyclean Co.,Ltd",8/01/2019,$1.690,$0.098,$2.592,$1.690,,,12,Weeks,8/01/2019,1
ONE-217-1-BLACK,Youth Sports Toggle Cord - Black,ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",28/05/2018,$0.276,$0.073,$0.472,$0.270,,217-1-BLACK,8,Weeks,28/05/2018,1
ONE-217-1-BLUE,Youth Sports Toggle Cord - Blue,ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.270,$0.083,$0.478,$0.270,,217-1-BLUE,8,Weeks,14/01/2019,1
ONE-217-1-HOT PINK,Youth Sports Toggle Cord - Hot Pink,ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",28/05/2018,$0.276,$0.073,$0.472,$0.270,,217-1-HOT PINK,8,Weeks,28/05/2018,1
ONE-217-1-PURPLE,Youth Sports Toggle Cord - Purple,ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.270,$0.083,$0.478,$0.270,,217-1-PURPLE,8,Weeks,14/01/2019,1
ONE-505-SILVER,"Silver Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.590,$0.083,$0.947,$0.590,,505-SILVER,,Weeks,14/01/2019,1
ONE-516-GOLD,"Gold Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.380,$0.083,$0.639,$0.380,,516-GOLD,,Weeks,14/01/2019,1
ONE-516-SILVER,"Silver Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.380,$0.083,$0.639,$0.380,,516-SILVER,,Weeks,14/01/2019,1
ONE-531-GOLD,"Gold Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.500,$0.083,$0.815,$0.500,,531-GOLD,,Weeks,14/01/2019,1
ONE-531-SILVER,"Silver Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.500,$0.083,$0.815,$0.500,,531-GOLD,,Weeks,14/01/2019,1
ONE-D001-GOLD,"Gold Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.280,$0.083,$0.493,$0.280,,D001-SILVER,,Weeks,14/01/2019,1
ONE-D001-SILVER,"Silver Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.280,$0.083,$0.493,$0.280,,D001-SILVER,,Weeks,14/01/2019,1
ONE-D008-N1-GOLD,"Gold Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.810,$0.083,$1.269,$0.810,,D008-N1-GOLD,,Weeks,14/01/2019,1
ONE-D008-N1-SILVER,"Silver Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.510,$0.083,$0.829,$0.510,,D008-N1-SILVER,,Weeks,14/01/2019,1
ONE-D014-GOLD,"Gold Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.620,$0.083,$0.990,$0.620,,D014-GOLD,,Weeks,14/01/2019,1
ONE-D014-SILVER,"Silver Chain, 65cm length, black silicon sends",ONELINEUSD,"Wenzhou Oneline Accessories Co., Ltd",14/01/2019,$0.620,$0.083,$0.990,$0.620,,D014-SILVER,,Weeks,14/01/2019,1
OPC05-00,Kids Prints Metal Case - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPC05-K63,Kids Case#63 - Animals,KONG1,Kong Lung Manufactory Ltd,7/11/2013,$1.085,$0.119,$1.204,$0.910,,KONG -1082,12,Weeks,7/11/2013,0
OPC05-K63,Kids Case#63 - Animals,OPTICA,OPTICA,,,,,,,,,,,1
OPC05-K73,Kids Case#73 - Black Paper clips,D&D,"Wenzhou D&D international Trade Co., Ltd",25/02/2016,$0.963,$0.109,$1.072,$0.630,,5930-R14931,,Weeks,25/02/2016,0
OPC05-K73,Kids Case#73 - Black Paper clips,OPTICA,OPTICA,,,,,,,,,,,1
OPC05-K79,Kids Case#79 - Robot 2,D&D,"Wenzhou D&D international Trade Co., Ltd",25/02/2016,$0.963,$0.109,$1.072,$0.630,,5930-YO-412,,Weeks,25/02/2016,0
OPC05-K79,Kids Case#79 - Robot 2,OPTICA,OPTICA,,,,,,,,,,,1
OPC05-K81,Kids Case#81 Green Camo,D&D,"Wenzhou D&D international Trade Co., Ltd",6/06/2017,$0.837,$0.045,$0.882,$0.580,,5930,,Weeks,6/06/2017,0
OPC05-K81,Kids Case#81 Green Camo,OPTICA,OPTICA,,,,,,,,,,,1
OPC05-K82,Kids Case#81 Blue Camo,D&D,"Wenzhou D&D international Trade Co., Ltd",6/06/2017,$0.837,$0.045,$0.882,$0.580,,5930,,Weeks,6/06/2017,0
OPC05-K82,Kids Case#81 Blue Camo,OPTICA,OPTICA,,,,,,,,,,,1
OPC05-K83,Kids Case#81 Red Camo,D&D,"Wenzhou D&D international Trade Co., Ltd",6/06/2017,$0.837,$0.045,$0.882,$0.580,,5930,,Weeks,6/06/2017,0
OPC05-K83,Kids Case#81 Red Camo,OPTICA,OPTICA,,,,,,,,,,,1
OPC05-K84,Kids Case #84 - Black Dino Eggs,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",8/08/2019,$0.661,$0.160,$1.173,$0.630,,5930 - GREEN INNER,12,Weeks,8/08/2019,1
OPC05-K85,Kids Case #85 - Purple Unicorns,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",8/08/2019,$0.661,$0.160,$1.173,$0.630,,5930-PURPLE INNER,12,Weeks,8/08/2019,1
OPC05-K86,Kids Case #86 - Black Robots,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",8/08/2019,$0.661,$0.160,$1.173,$0.630,,5930 - BLUE INNER,12,Weeks,8/08/2019,1
OPC05-K87,Kids Case #87 - Green Dinosaurs,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",8/08/2019,$0.661,$0.160,$1.173,$0.630,,5930-GREEN INNER,12,Weeks,8/08/2019,1
OPC05-K88,Kids Case #88 - Blue Masks,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",8/08/2019,$0.661,$0.160,$1.173,$0.630,,5930-BLUE INNER,12,Weeks,8/08/2019,1
OPC05-K89,Kids Case #89 - Pink Princess,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",8/08/2019,$0.661,$0.160,$1.173,$0.630,,5930-PINK INNER,12,Weeks,8/08/2019,1
OPC05WS-K84,Website Kids Case #84 - Black Dino Eggs,OPTICA,OPTICA,,,,,,,,,,,1
OPC05WS-K85,Website Kids Case #85 - Purple Unicorns,OPTICA,OPTICA,,,,,,,,,,,1
OPC05WS-K86,Website Kids Case #86 - Black Robots,OPTICA,OPTICA,,,,,,,,,,,1
OPC05WS-K87,Website Kids Case #87 - Green Dinosaurs,OPTICA,OPTICA,,,,,,,,,,,1
OPC05WS-K88,Website Kids Case #88 - Blue Masks (HEROES),OPTICA,OPTICA,,,,,,,,,,,1
OPC05WS-K89,Website Kids Case #89 - Pink Princess,OPTICA,OPTICA,,,,,,,,,,,1
OPC09-21,Alphabet Ted Case- Dark Blue,KONG1,Kong Lung Manufactory Ltd,18/05/2011,$0.000,$0.000,$0.000,$0.000,,1070-AN-21,12,Weeks,,0
OPC09-21,Alphabet Ted Case- Dark Blue,OPTICA,OPTICA,,,,,,,,,,,1
OPC09-50,Alphabet Ted Case- Orange,KONG1,Kong Lung Manufactory Ltd,18/05/2011,$0.000,$0.000,$0.000,$0.000,,1070-AN-50,12,Weeks,,0
OPC09-50,Alphabet Ted Case- Orange,OPTICA,OPTICA,,,,,,,,,,,1
OPC28-RICHLINAUD,Canvas Pouch Blue - Richard Lindsay&Associates,KONG1,Kong Lung Manufactory Ltd,31/08/2017,$1.667,$1.726,$3.393,$1.100,,8805 #28 LT BLUE,90,Days,31/08/2017,0
OPC28-RICHLINAUD,Canvas Pouch Blue - Richard Lindsay&Associates,KONGUSD,Kong Lung Manufactory Ltd,18/09/2018,$0.000,$0.000,$0.000,$1.200,,8805 #28 LT BLUE,12,Weeks,,1
OPCAKE,Blister Trays for CUPCAKE Case 0.4mm Plastic,FORMR,Formrite Plastics Ltd,27/04/2018,$0.113,$0.006,$0.119,$0.113,,,4,Weeks,27/04/2018,1
OPCHLOE,Blister Trays for Chloe Case 0.4mm Plastic,FORMR,Formrite Plastics Ltd,27/04/2018,$0.126,$0.006,$0.132,$0.000,,,12,Weeks,27/04/2018,1
OPCL3-01,Clip-on Metal Case - Black,KONG1,Kong Lung Manufactory Ltd,25/05/2011,$0.000,$0.000,$0.000,$0.000,,1171-01,12,Weeks,,0
OPCL3-01,Clip-on Metal Case - Black,OPTICA,OPTICA,,,,,,,,,,,1
OPCL3-08,Clip-on Metal  Case  - Silver,KONG1,Kong Lung Manufactory Ltd,25/05/2011,$0.000,$0.000,$0.000,$0.000,,1171-08,12,Weeks,,0
OPCL3-08,Clip-on Metal  Case  - Silver,OPTICA,OPTICA,,,,,,,,,,,1
OPCL5-OFR-BLK,OFR Debossed Opti-Clip Case - Blk,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",18/09/2018,$0.500,$0.117,$0.877,$0.500,,DD124 (OPCL5P-01),12,Weeks,18/09/2018,1
OPE02-00,(OPE02) Value II Case - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPE02-01,(OPE02) Value II Case - Black,D&D,"Wenzhou D&D international Trade Co., Ltd",15/08/2017,$0.644,$0.075,$0.719,$0.520,,5510Z,12,Weeks,15/08/2017,0
OPE02-01,(OPE02) Value II Case - Black,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$0.520,,5510Z,12,Weeks,,1
OPE02-20,(OPE02) Value II Case - Blue,D&D,"Wenzhou D&D international Trade Co., Ltd",15/08/2017,$0.644,$0.075,$0.719,$0.520,,5510Z,12,Weeks,15/08/2017,0
OPE02-20,(OPE02) Value II Case - Blue,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",28/11/2018,$0.580,$0.131,$0.986,$0.580,,5510Z,12,Weeks,28/11/2018,1
OPE02-44,(OPE02) Value II Case - Red,D&D,"Wenzhou D&D international Trade Co., Ltd",15/08/2017,$0.644,$0.075,$0.719,$0.520,,5510Z,12,Weeks,15/08/2017,0
OPE02-44,(OPE02) Value II Case - Red,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",31/08/2018,$0.000,$0.000,$0.000,$0.520,,,12,Weeks,,1
OPE02P-00,(OPE02P) Branded Value II Case - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPE02P-01,(OPE02P) Branded Value II Case - Black,OPTICA,OPTICA,,,,,,,,,,,1
OPE02P-20,(OPE02P) Branded Value II Case Blue,OPTICA,OPTICA,,,,,,,,,,,1
OPE02P-44,(OPE02P) Branded Value II Case - Red,OPTICA,OPTICA,,,,,,,,,,,1
OPE02PD-00,Value II Case - Personalised Digital Print - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPE02PD-01,Value II Case Black - Personalised Digital Print,OPTICA,OPTICA,,,,,,,,,,,1
OPE02PD-20,Value II Case Blue - Personalised Digital Print,OPTICA,OPTICA,,,,,,,,,,,1
OPE02PD-44,Value II Case Red - Personalised Digital Print,OPTICA,OPTICA,,,,,,,,,,,1
OPH17-00,Sahara Case - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPH17-15,Sahara Tartan - Green,KONGUSD,Kong Lung Manufactory Ltd,27/09/2017,$1.636,$0.149,$2.417,$1.180,,8581-1,12,Weeks,27/09/2017,1
OPH17-41,Sahara Tartan  Case - Dark Red,KONGUSD,Kong Lung Manufactory Ltd,27/09/2017,$1.636,$0.149,$2.417,$1.180,,8581-1-44,12,Weeks,27/09/2017,1
OPH35-00,Lola Case - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPH35-13,Lola Case - Turquoise / Lt Blue,KONG1,Kong Lung Manufactory Ltd,22/06/2018,$2.732,$0.185,$2.917,$0.000,,AL-10207V.8AA,,Weeks,22/06/2018,0
OPH35-13,Lola Case - Turquoise / Lt Blue,KONGUSD,Kong Lung Manufactory Ltd,30/11/2018,$1.880,$0.195,$2.940,$1.880,,AL-10207V.8AA,12,Weeks,30/11/2018,1
OPH35P-00,Lola Case - Personalised - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPH35P-13,Lola Case - Personalised - Turquoise / Lt Blue,OPTICA,OPTICA,,,,,,,,,,,1
OPH36-00,Madison Case - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPH36-01,Madison Case - Black,KONGUSD,Kong Lung Manufactory Ltd,3/01/2018,$2.523,$0.462,$4.059,$1.770,,AL-10395-004,12,Weeks,3/01/2018,1
OPH36-11,Madison Case - Teal,KONGUSD,Kong Lung Manufactory Ltd,3/01/2018,$2.994,$0.462,$4.731,$2.100,,AL-10395-005,12,Weeks,3/01/2018,1
OPH36P-00,Madison Case - Personalised - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPH36P-01,Madison Case - Personalised - Black,KONG1,Kong Lung Manufactory Ltd,14/05/2013,$2.370,$0.000,$2.370,$0.000,,AL-10395,12,Weeks,,0
OPH36P-01,Madison Case - Personalised - Black,OPTICA,OPTICA,,,,,,,,,,,1
OPH36P-11,Madison Case - Personalised - Teal,OPTICA,OPTICA,,,,,,,,,,,1
OPH37-00,Amelia Case - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPH37-11,Amelia Case - Teal Blue,KONG1,Kong Lung Manufactory Ltd,22/06/2018,$3.124,$0.185,$3.309,$0.000,,B8791AA / AA(B001),,Weeks,22/06/2018,0
OPH37-11,Amelia Case - Teal Blue,KONGUSD,Kong Lung Manufactory Ltd,23/11/2015,$3.278,$0.175,$5.173,$2.150,,B8791AA / AA(B001),12,Weeks,23/11/2015,1
OPH37-32,Amelia Case - Orchid Purple,KONG1,Kong Lung Manufactory Ltd,22/06/2018,$3.124,$0.185,$3.309,$0.000,,B8791AA / AA(B921),,Weeks,22/06/2018,0
OPH37-32,Amelia Case - Orchid Purple,KONGUSD,Kong Lung Manufactory Ltd,23/11/2015,$3.278,$0.175,$5.173,$2.150,,B8791AA / AA(B921),12,Weeks,23/11/2015,1
OPH38-00,Eclipse Case - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPH38-01,Eclipse Case - Black,KONGUSD,Kong Lung Manufactory Ltd,3/01/2018,$2.366,$0.462,$3.835,$1.660,,AL-S10441-009,12,Weeks,3/01/2018,1
OPH38-11,Eclipse Case - Teal,KONGUSD,Kong Lung Manufactory Ltd,3/01/2018,$2.609,$0.462,$4.182,$1.830,,AL-S10441-010,12,Weeks,3/01/2018,1
OPH38-25,Eclipse Case - Blue,KONGUSD,Kong Lung Manufactory Ltd,3/01/2018,$2.609,$0.462,$4.182,$1.830,,AL-S10441-011,12,Weeks,3/01/2018,1
OPH38P-00,Eclipse Case - Personalised - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPH38P-01,Eclipse Case - Personalised - Black,OPTICA,OPTICA,,,,,,,,,,,1
OPH38P-11,Eclipse Case - Personalised - Teal,OPTICA,OPTICA,,,,,,,,,,,1
OPH38P-25,Eclipse Case - Personalised - Blue,OPTICA,OPTICA,,,,,,,,,,,1
OPH40-01,Hard 3/4 Director PC - Black,D&D,"Wenzhou D&D international Trade Co., Ltd",1/10/2017,$0.962,$0.235,$1.197,$0.680,,3/4HARD,12,Weeks,26/09/2017,0
OPH40-01,Hard 3/4 Director PC - Black,D&DUSD,"Wenzhou D&D international Trade Co., Ltd",27/11/2018,$0.680,$0.131,$1.133,$0.680,,,12,Weeks,27/11/2018,1
OPH40P-01,Hard 3/4 Pocket Clip (rem inner) - Personalised - Black,OPTICA,OPTICA,,,,,,,,,,,1
OPH50-01,3/4 Pocket Clip Case- Black,AROMUSD,Aroma Eyewear Manufactory Ltd,,,,,,,,,,,1
OPH50-01,3/4 Pocket Clip Case- Black,KONG1,Kong Lung Manufactory Ltd,22/06/2018,$1.816,$0.185,$2.001,$0.000,,8492 T-01,,Weeks,22/06/2018,0
OPH50-01,3/4 Pocket Clip Case- Black,KONGUSD,Kong Lung Manufactory Ltd,30/11/2018,$1.250,$0.195,$2.020,$1.250,,8492 T-01,12,Weeks,30/11/2018,0
OPH50P-01,Hard 3/4 Pocket Clip - Black - Personalised,OPTICA,OPTICA,,,,,,,,,,,1
OPH75-48,(OPH75) Camo Case Pink,OPTICA,OPTICA,,,,,,,,,,,1
OPH75-48,(OPH75) Camo Case Pink,SALOPUSD,Salop Co Ltd,20/05/2011,$3.690,$0.000,$4.670,$0.000,,SALOP-SC3277B-48,12,Weeks,,0
OPK47-01,(OPK47) Standard Kiwi Nu-buck - Black,EUTAUSD,Euta Industrial Ltd,13/09/2017,$2.090,$0.248,$3.115,$1.350,,104-05(L),12,Weeks,13/09/2017,1
OPK47P-01,(OPK47P) Standard Kiwi Nu-buck - Personalised - Black,OPTICA,OPTICA,,,,,,,,,,,1
OPK57-18,Kiwi Colours Case - Lime,EUTAUSD,Euta Industrial Ltd,13/09/2017,$2.225,$0.248,$3.300,$1.450,,EUTA-107-15Z,12,Weeks,13/09/2017,1
OPK57-32,Kiwi Colours Case - Purple,EUTAUSD,Euta Industrial Ltd,13/09/2017,$2.225,$0.248,$3.300,$1.450,,EUTA-107-15Z,12,Weeks,13/09/2017,1
OPK57P-32,Kiwi Colours Case - Personalised - Purple,OPTICA,OPTICA,,,,,,,,,,,1
OPK67-00,Kiwi Glossy Cases - Assorted,OPTICA,OPTICA,,,,,,,,,,,1
OPK67-16,Kiwi Glossy Case - Sea Green/White,EUTAUSD,Euta Industrial Ltd,7/03/2018,$2.501,$0.248,$3.675,$1.550,,107-15,12,Weeks,7/03/2018,1
OPK67-48,Kiwi Glossy Case - Pink/White,EUTAUSD,Euta Industrial Ltd,7/03/2018,$2.501,$0.248,$3.675,$1.550,,107-15,12,Weeks,7/03/2018,1
